time_ms,packet_counter,timestamp_ms,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,baro1_pressure,baro1_height,baro2_pressure,baro2_height,tank_pressure,tank_temp_top,tank_temp_bottom,tank_temp_feeding,injector_pressure,injector_temp,chamber_pressure,battery_soc,battery_current,battery_voltage,state,gnss_north,gnss_east,gnss_speed,gnss_altitude
232599,2326,232599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3522,309,2019,22,0,1141,4,37434,21010,0,0
232699,2327,232699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3521,309,2019,22,0,1141,4,37434,21011,0,0
232799,2328,232799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3519,310,2018,22,0,1141,4,37433,21012,0,0
232899,2329,232899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3518,310,2018,22,0,1141,4,37433,21013,0,0
232999,2330,232999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3517,310,2017,22,0,1141,4,37433,21014,0,0
233099,2331,233099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3515,310,2016,22,0,1141,4,37433,21015,0,0
233199,2332,233199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3514,310,2016,22,0,1141,4,37432,21016,0,0
233299,2333,233299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3513,310,2015,22,0,1141,4,37432,21017,0,0
233399,2334,233399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3512,310,2014,22,0,1141,4,37432,21017,0,0
233499,2335,233499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3511,311,2014,22,0,1141,4,37432,21018,0,0
233599,2336,233599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3510,311,2013,22,0,1141,4,37432,21019,0,0
233699,2337,233699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3509,311,2012,22,0,1141,4,37431,21020,0,0
233799,2338,233799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3508,311,2012,22,0,1141,4,37431,21021,0,0
233899,2339,233899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3507,311,2011,22,0,1141,4,37431,21022,0,0
233999,2340,233999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3506,311,2010,22,0,1141,4,37431,21023,0,0
234099,2341,234099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3505,312,2010,21,0,1141,4,37431,21024,0,0
234199,2342,234199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3505,312,2009,21,0,1141,4,37431,21025,0,0
234299,2343,234299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3504,312,2008,21,0,1141,4,37430,21026,0,0
234399,2344,234399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3503,312,2008,21,0,1141,4,37430,21027,0,0
234499,2345,234499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3503,312,2007,21,0,1141,4,37430,21028,0,0
234599,2346,234599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3502,312,2006,21,0,1141,4,37430,21029,0,0
234699,2347,234699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3502,313,2006,21,0,1141,4,37430,21030,0,0
234799,2348,234799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3501,313,2005,21,0,1141,4,37430,21031,0,0
234899,2349,234899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3501,313,2004,21,0,1141,4,37430,21032,0,0
234999,2350,234999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3500,313,2004,21,0,1141,4,37430,21033,0,0
235099,2351,235099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3500,313,2003,21,0,1141,4,37430,21034,0,0
235199,2352,235199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3500,313,2002,21,0,1141,4,37430,21035,0,0
235299,2353,235299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3500,314,2002,21,0,1141,4,37430,21036,0,0
235399,2354,235399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3500,314,2001,21,0,1141,4,37430,21037,0,0
235499,2355,235499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3500,314,2000,21,0,1141,4,37430,21038,0,0
235599,2356,235599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3500,314,2000,21,0,1141,4,37430,21039,0,0
235699,2357,235699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3500,314,1999,21,0,1141,4,37430,21040,0,0
235799,2358,235799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3500,314,1998,21,0,1141,4,37430,21041,0,0
235899,2359,235899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3500,315,1998,21,0,1141,4,37430,21042,0,0
235999,2360,235999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3500,315,1997,21,0,1141,4,37430,21043,0,0
236099,2361,236099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3500,315,1996,21,0,1141,4,37430,21044,0,0
236199,2362,236199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3500,315,1996,21,0,1141,4,37430,21045,0,0
236299,2363,236299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3501,315,1995,21,0,1141,4,37430,21046,0,0
236399,2364,236399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3501,316,1994,21,0,1141,4,37430,21047,0,0
236499,2365,236499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3501,316,1994,21,0,1141,4,37430,21048,0,0
236599,2366,236599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3502,316,1993,21,0,1141,4,37430,21049,0,0
236699,2367,236699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3502,316,1992,21,0,1141,4,37430,21050,0,0
236799,2368,236799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3503,316,1992,21,0,1141,4,37430,21051,0,0
236899,2369,236899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3504,316,1991,21,0,1141,4,37430,21052,0,0
236999,2370,236999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3504,317,1990,21,0,1141,4,37430,21053,0,0
237099,2371,237099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3505,317,1990,20,0,1141,4,37431,21054,0,0
237199,2372,237199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3506,317,1989,20,0,1141,4,37431,21055,0,0
237299,2373,237299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3507,317,1988,20,0,1141,4,37431,21056,0,0
237399,2374,237399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3507,317,1988,20,0,1141,4,37431,21057,0,0
237499,2375,237499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3508,318,1987,20,0,1141,4,37431,21058,0,0
237599,2376,237599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3509,318,1986,20,0,1141,4,37431,21059,0,0
237699,2377,237699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3510,318,1986,20,0,1141,4,37432,21060,0,0
237799,2378,237799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3511,318,1985,20,0,1141,4,37432,21061,0,0
237899,2379,237899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3512,318,1984,20,0,1141,4,37432,21062,0,0
237999,2380,237999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3514,319,1984,20,0,1141,4,37432,21063,0,0
238099,2381,238099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3515,319,1983,20,0,1141,4,37433,21064,0,0
238199,2382,238199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3516,319,1982,20,0,1141,4,37433,21065,0,0
238299,2383,238299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3517,319,1982,20,0,1141,4,37433,21066,0,0
238399,2384,238399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3519,319,1981,20,0,1141,4,37433,21067,0,0
238499,2385,238499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3520,320,1980,20,0,1141,4,37434,21068,0,0
238599,2386,238599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3522,320,1980,20,0,1141,4,37434,21069,0,0
238699,2387,238699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3523,320,1979,20,0,1141,4,37434,21070,0,0
238799,2388,238799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3525,320,1978,20,0,1141,4,37435,21071,0,0
238899,2389,238899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3526,320,1978,20,0,1141,4,37435,21072,0,0
238999,2390,238999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3528,321,1977,20,0,1141,4,37435,21073,0,0
239099,2391,239099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3529,321,1977,20,0,1141,4,37435,21074,0,0
239199,2392,239199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3531,321,1976,20,0,1141,4,37436,21075,0,0
239299,2393,239299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3533,321,1975,20,0,1141,4,37436,21075,0,0
239399,2394,239399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3535,321,1975,20,0,1141,4,37437,21076,0,0
239499,2395,239499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3537,322,1974,20,0,1141,4,37437,21077,0,0
239599,2396,239599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3539,322,1973,20,0,1141,4,37437,21078,0,0
239699,2397,239699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3541,322,1973,20,0,1141,4,37438,21079,0,0
239799,2398,239799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3543,322,1972,20,0,1141,4,37438,21080,0,0
239899,2399,239899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3545,322,1971,20,0,1141,4,37439,21081,0,0
239999,2400,239999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3547,323,1971,20,0,1141,4,37439,21082,0,0
240099,2401,240099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3549,323,1970,19,0,1142,4,37439,21083,0,0
240199,2402,240199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3551,323,1969,19,0,1142,4,37440,21084,0,0
240299,2403,240299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3553,323,1969,19,0,1142,4,37440,21085,0,0
240399,2404,240399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3556,324,1968,19,0,1142,4,37441,21086,0,0
240499,2405,240499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3558,324,1968,19,0,1142,4,37441,21086,0,0
240599,2406,240599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3560,324,1967,19,0,1142,4,37442,21087,0,0
240699,2407,240699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3563,324,1966,19,0,1142,4,37442,21088,0,0
240799,2408,240799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3565,324,1966,19,0,1142,4,37443,21089,0,0
240899,2409,240899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3568,325,1965,19,0,1142,4,37443,21090,0,0
240999,2410,240999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3570,325,1964,19,0,1142,4,37444,21091,0,0
241099,2411,241099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3573,325,1964,19,0,1142,4,37444,21092,0,0
241199,2412,241199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3575,325,1963,19,0,1142,4,37445,21092,0,0
241299,2413,241299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3578,325,1963,19,0,1142,4,37445,21093,0,0
241399,2414,241399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3581,326,1962,19,0,1142,4,37446,21094,0,0
241499,2415,241499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3583,326,1961,19,0,1142,4,37446,21095,0,0
241599,2416,241599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3586,326,1961,19,0,1142,4,37447,21096,0,0
241699,2417,241699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3589,326,1960,19,0,1142,4,37447,21097,0,0
241799,2418,241799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3592,327,1959,19,0,1142,4,37448,21097,0,0
241899,2419,241899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3595,327,1959,19,0,1142,4,37449,21098,0,0
241999,2420,241999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3598,327,1958,19,0,1142,4,37449,21099,0,0
242099,2421,242099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3601,327,1958,19,0,1142,4,37450,21100,0,0
242199,2422,242199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3604,327,1957,19,0,1142,4,37450,21101,0,0
242299,2423,242299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3607,328,1956,19,0,1142,4,37451,21101,0,0
242399,2424,242399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3610,328,1956,19,0,1142,4,37452,21102,0,0
242499,2425,242499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3613,328,1955,19,0,1142,4,37452,21103,0,0
242599,2426,242599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3616,328,1955,19,0,1142,4,37453,21104,0,0
242699,2427,242699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3620,329,1954,19,0,1142,4,37454,21105,0,0
242799,2428,242799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3623,329,1953,19,0,1142,4,37454,21105,0,0
242899,2429,242899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3626,329,1953,19,0,1142,4,37455,21106,0,0
242999,2430,242999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3630,329,1952,19,0,1142,4,37456,21107,0,0
243099,2431,243099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3633,330,1952,18,0,1142,4,37456,21108,0,0
243199,2432,243199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3636,330,1951,18,0,1142,4,37457,21108,0,0
243299,2433,243299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3640,330,1951,18,0,1142,4,37458,21109,0,0
243399,2434,243399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3643,330,1950,18,0,1142,4,37458,21110,0,0
243499,2435,243499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3647,330,1949,18,0,1142,4,37459,21110,0,0
243599,2436,243599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3650,331,1949,18,0,1142,4,37460,21111,0,0
243699,2437,243699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3654,331,1948,18,0,1142,4,37460,21112,0,0
243799,2438,243799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3658,331,1948,18,0,1142,4,37461,21112,0,0
243899,2439,243899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3661,331,1947,18,0,1142,4,37462,21113,0,0
243999,2440,243999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3665,332,1946,18,0,1142,4,37463,21114,0,0
244099,2441,244099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3669,332,1946,18,0,1142,4,37463,21114,0,0
244199,2442,244199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3673,332,1945,18,0,1142,4,37464,21115,0,0
244299,2443,244299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3676,332,1945,18,0,1142,4,37465,21116,0,0
244399,2444,244399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3680,333,1944,18,0,1142,4,37466,21116,0,0
244499,2445,244499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3684,333,1944,18,0,1142,4,37466,21117,0,0
244599,2446,244599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3688,333,1943,18,0,1142,4,37467,21118,0,0
244699,2447,244699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3692,333,1943,18,0,1142,4,37468,21118,0,0
244799,2448,244799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3696,333,1942,18,0,1142,4,37469,21119,0,0
244899,2449,244899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3700,334,1942,18,0,1142,4,37470,21120,0,0
244999,2450,244999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3704,334,1941,18,0,1142,4,37470,21120,0,0
245099,2451,245099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3708,334,1940,18,0,1142,4,37471,21121,0,0
245199,2452,245199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3712,334,1940,18,0,1142,4,37472,21121,0,0
245299,2453,245299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3716,335,1939,18,0,1142,4,37473,21122,0,0
245399,2454,245399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3720,335,1939,18,0,1142,4,37474,21122,0,0
245499,2455,245499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3724,335,1938,18,0,1142,4,37474,21123,0,0
245599,2456,245599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3729,335,1938,18,0,1142,4,37475,21124,0,0
245699,2457,245699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3733,336,1937,18,0,1142,4,37476,21124,0,0
245799,2458,245799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3737,336,1937,18,0,1142,4,37477,21125,0,0
245899,2459,245899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3741,336,1936,18,0,1142,4,37478,21125,0,0
245999,2460,245999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3746,336,1936,18,0,1142,4,37479,21126,0,0
246099,2461,246099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3750,337,1935,17,0,1142,4,37480,21126,0,0
246199,2462,246199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3754,337,1935,17,0,1142,4,37480,21127,0,0
246299,2463,246299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3759,337,1934,17,0,1142,4,37481,21127,0,0
246399,2464,246399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3763,337,1934,17,0,1142,4,37482,21128,0,0
246499,2465,246499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3767,338,1933,17,0,1142,4,37483,21128,0,0
246599,2466,246599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3772,338,1933,17,0,1142,4,37484,21129,0,0
246699,2467,246699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3776,338,1932,17,0,1142,4,37485,21129,0,0
246799,2468,246799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3781,338,1932,17,0,1142,4,37486,21129,0,0
246899,2469,246899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3785,339,1931,17,0,1142,4,37487,21130,0,0
246999,2470,246999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3790,339,1931,17,0,1142,4,37488,21130,0,0
247099,2471,247099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3794,339,1930,17,0,1142,4,37488,21131,0,0
247199,2472,247199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3799,339,1930,17,0,1142,4,37489,21131,0,0
247299,2473,247299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3804,339,1929,17,0,1142,4,37490,21131,0,0
247399,2474,247399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3808,340,1929,17,0,1142,4,37491,21132,0,0
247499,2475,247499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3813,340,1928,17,0,1142,4,37492,21132,0,0
247599,2476,247599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3817,340,1928,17,0,1142,4,37493,21133,0,0
247699,2477,247699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3822,340,1927,17,0,1142,4,37494,21133,0,0
247799,2478,247799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3827,341,1927,17,0,1142,4,37495,21133,0,0
247899,2479,247899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3831,341,1926,17,0,1142,4,37496,21134,0,0
247999,2480,247999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3836,341,1926,17,0,1142,4,37497,21134,0,0
248099,2481,248099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3841,341,1926,17,0,1142,4,37498,21134,0,0
248199,2482,248199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,309,309,304,294,3846,342,1925,17,0,1142,4,37499,21135,0,0
248299,2483,248299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,309,309,304,294,3850,342,1925,17,0,1142,4,37500,21135,0,0
248399,2484,248399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,309,309,304,294,3855,342,1924,17,0,1142,4,37501,21135,0,0
248499,2485,248499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,309,309,304,294,3860,342,1924,17,0,1142,4,37502,21136,0,0
248599,2486,248599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,309,309,304,294,3865,343,1923,17,0,1142,4,37503,21136,0,0
248699,2487,248699,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1024,11,309,309,304,294,3870,343,1923,17,0,1142,4,37504,21136,0,0
248799,2488,248799,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1025,12,309,309,304,294,3874,343,1923,17,0,1142,4,37504,21136,0,0
248899,2489,248899,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1026,13,309,309,304,294,3879,343,1922,17,0,1142,4,37505,21137,0,0
248999,2490,248999,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1027,14,309,309,304,294,3884,344,1922,17,0,1142,4,37506,21137,0,0
249099,2491,249099,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1018,5,309,309,304,294,3889,344,1921,16,0,1142,4,37507,21137,0,0
249199,2492,249199,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1019,6,308,308,303,293,3894,344,1921,16,0,1142,4,37508,21137,0,0
249299,2493,249299,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1020,7,308,308,303,293,3899,344,1920,16,0,1142,4,37509,21137,0,0
249399,2494,249399,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1021,8,308,308,303,293,3904,345,1920,16,0,1142,4,37510,21138,0,0
249499,2495,249499,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1022,9,308,308,303,293,3909,345,1920,16,0,1142,4,37511,21138,0,0
249599,2496,249599,-8,0,0,0,0,0,-8,0,0,0,0,0,1013,0,1023,10,308,308,303,293,3914,345,1919,16,0,1142,4,37512,21138,0,0
